event_definition,coding_system,code,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_original
end_of_pregnancy,ICD9CM,"6,55E+16",,C0157055,"Congenital or acquired abnormality of vulva, antepartum condition or complication",,,,,65.483.000.000.000.000
end_of_pregnancy,ICD9CM,654.84,,C0157056,"Congenital or acquired abnormality of vulva, postpartum condition or complication",,,,,654.84
end_of_pregnancy,ICD9CM,654.9,,C0157057,"Other and unspecified abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, and the puerperium",,,,,654.9
end_of_pregnancy,ICD9CM,654.9,,C0157058,"Other and unspecified abnormality of organs and soft tissues of pelvis, unspecified as to episode of care or not applicable",,,,,654.9
end_of_pregnancy,ICD9CM,654.91,,C0157059,"Other and unspecified abnormality of organs and soft tissues of pelvis, delivered, with or without mention of antepartum condition",,,,,654.91
end_of_pregnancy,ICD9CM,"6,55E+16",,C0157060,"Other and unspecified abnormality of organs and soft tissues of pelvis, delivered, with mention of postpartum complication",,,,,65.491.999.999.999.900
end_of_pregnancy,ICD9CM,"6,55E+16",,C0157061,"Other and unspecified abnormality of organs and soft tissues of pelvis, antepartum condition or complication",,,,,65.492.999.999.999.900
end_of_pregnancy,ICD9CM,"6,55E+16",,C0157062,"Other and unspecified abnormality of organs and soft tissues of pelvis, postpartum condition or complication",,,,,65.494.000.000.000.000
end_of_pregnancy,ICD9CM,655.01,,C0157066,"Central nervous system malformation in fetus, delivered, with or without mention of antepartum condition",,,,,655.01
end_of_pregnancy,ICD9CM,655.1,,C0157069,"Chromosomal abnormality in fetus, affecting management of mother, unspecified as to episode of care or not applicable",,,,,655.1
end_of_pregnancy,ICD9CM,655.11,,C0157070,"Chromosomal abnormality in fetus, affecting management of mother, delivered, with or without mention of antepartum condition",,,,,655.11
end_of_pregnancy,ICD9CM,655.13,,C0157071,"Chromosomal abnormality in fetus, affecting management of mother, antepartum condition or complication",,,,,655.13
end_of_pregnancy,ICD9CM,655.21,,C0157074,"Hereditary disease in family possibly affecting fetus, affecting management of mother, with delivery",,,,,655.21
end_of_pregnancy,ICD9CM,"6,55E+16",,C0157078,"Suspected damage to fetus from viral disease in the mother, affecting management of mother, delivered, with or without mention of antepartum condition",,,,,65.530.999.999.999.900
end_of_pregnancy,ICD9CM,655.41,,C0157082,"Suspected damage to fetus from other disease in the mother, affecting management of mother, delivered, with or without mention of antepartum condition",,,,,655.41
end_of_pregnancy,ICD9CM,655.51,,C0157086,"Suspected damage to fetus from drugs, affecting management of mother, delivered, with or without mention of antepartum condition",,,,,655.51
end_of_pregnancy,ICD9CM,655.81,,C0157094,"Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, delivered, with or without mention of antepartum condition",,,,,655.81
end_of_pregnancy,ICD9CM,655.91,,C0157098,"Unspecified suspected fetal abnormality, affecting management of mother, delivered, with or without mention of antepartum condition",,,,,655.91
end_of_pregnancy,ICD9CM,655.93,,C0157099,"Unspecified suspected fetal abnormality, affecting management of mother, antepartum condition or complication",,,,,655.93
end_of_pregnancy,ICD9CM,656.01,,C0157103,"Foetal-maternal haemorrhage, with delivery",,,,,656.01
end_of_pregnancy,ICD9CM,656.21,,C0157110,"Isoimmunization from other and unspecified blood-group incompatibility, delivered, with or without mention of antepartum condition",,,,,656.21
end_of_pregnancy,ICD9CM,656.3,,C0157112,"Fetal distress, affecting management of mother, unspecified as to episode of care or not applicable",,,,,656.3
end_of_pregnancy,ICD9CM,656.31,,C0157113,"Fetal distress, affecting management of mother, delivered, with or without mention of antepartum condition",,,,,656.31
end_of_pregnancy,ICD9CM,656.33,,C0157114,"Foetal distress, affecting management of mother, antepartum",,,,,656.33
end_of_pregnancy,ICD9CM,656.4,,C0157116,"Intrauterine death, affecting management of mother, unspecified as to episode of care or not applicable",,,,,656.4
end_of_pregnancy,ICD9CM,656.41,,C0157117,"Intrauterine death, affecting management of mother, delivered",,,,,656.41
end_of_pregnancy,ICD9CM,656.43,,C0157118,"Intrauterine death, affecting management of mother, antepartum",,,,,656.43
end_of_pregnancy,ICD9CM,656.53,,C0157122,"Poor fetal growth, affecting management of mother, antepartum condition or complication",,,,,656.53
end_of_pregnancy,ICD9CM,656.61,,C0157125,"Excessive fetal growth, affecting management of mother, delivered, with or without mention of antepartum condition",,,,,656.61
end_of_pregnancy,ICD9CM,656.73,,C0157129,"Other placental conditions, affecting management of mother, antepartum condition or complication",,,,,656.73
end_of_pregnancy,ICD9CM,656.81,,C0157132,"Other specified fetal and placental problems, affecting management of mother, delivered, with or without mention of antepartum condition",,,,,656.81
end_of_pregnancy,ICD9CM,656.91,,C0157136,"Unspecified fetal and placental problem, affecting management of mother, delivered, with or without mention of antepartum condition",,,,,656.91
end_of_pregnancy,ICD9CM,656.93,,C0157137,"Unspecified fetal and placental problem, affecting management of mother, antepartum condition or complication",,,,,656.93
end_of_pregnancy,ICD9CM,658.01,,C0157142,Oligohydramnios - delivered,,,,,658.01
end_of_pregnancy,ICD9CM,658.03,,C0157143,"Oligohydramnios, antepartum",,,,,658.03
end_of_pregnancy,ICD9CM,658.11,,C0157146,Premature rupture of membranes - delivered,,,,,658.11
end_of_pregnancy,ICD9CM,658.13,,C0157147,"Premature rupture of membranes, antepartum",,,,,658.13
end_of_pregnancy,ICD9CM,658.2,,C0157149,"Delayed delivery after spontaneous or unspecified rupture of membranes, unspecified as to episode of care or not applicable",,,,,658.2
end_of_pregnancy,ICD9CM,658.21,,C0157150,"Delayed delivery after spontaneous or unspecified rupture of membranes, delivered, with or without mention of antepartum condition",,,,,658.21
end_of_pregnancy,ICD9CM,658.23,,C0157151,"Delayed delivery after spontaneous or unspecified rupture of membranes, antepartum condition or complication",,,,,658.23
end_of_pregnancy,ICD9CM,658.3,,C0157152,Delayed delivery after artificial rupture of membranes,,,,,658.3
end_of_pregnancy,ICD9CM,658.3,,C0157153,"Delayed delivery after artificial rupture of membranes, unspecified as to episode of care or not applicable",,,,,658.3
end_of_pregnancy,ICD9CM,658.31,,C0157154,"Delayed delivery after artificial rupture of membranes, delivered, with or without mention of antepartum condition",,,,,658.31
end_of_pregnancy,ICD9CM,658.33,,C0157155,"Delayed delivery after artificial rupture of membranes, antepartum condition or complication",,,,,658.33
end_of_pregnancy,ICD9CM,658.43,,C0157158,"Infection of amniotic cavity, antepartum",,,,,658.43
end_of_pregnancy,ICD9CM,658.81,,C0157160,"Other problems associated with amniotic cavity and membranes, delivered, with or without mention of antepartum condition",,,,,658.81
end_of_pregnancy,ICD9CM,658.83,,C0157161,"Other problems associated with amniotic cavity and membranes, antepartum",,,,,658.83
end_of_pregnancy,ICD9CM,658.93,,C0157165,"Unspecified problem associated with amniotic cavity and membranes, antepartum condition or complication",,,,,658.93
end_of_pregnancy,ICD9CM,659.01,,C0157169,"Failed mechanical induction of labour, delivered",,,,,659.01
end_of_pregnancy,ICD9CM,659.03,,C0157170,"Failed mechanical induction of labour, antepartum",,,,,659.03
end_of_pregnancy,ICD9CM,659.11,,C0157173,"Failed medical or unspecified induction of labor, delivered, with or without mention of antepartum condition",,,,,659.11
end_of_pregnancy,ICD9CM,659.13,,C0157174,"Failed medical or unspecified induction of labor, antepartum condition or complication",,,,,659.13
end_of_pregnancy,ICD9CM,659.2,,C0157176,"Maternal pyrexia during labor, unspecified, unspecified as to episode of care or not applicable",,,,,659.2
end_of_pregnancy,ICD9CM,659.21,,C0157177,"Maternal pyrexia during labor, unspecified, delivered, with or without mention of antepartum condition",,,,,659.21
end_of_pregnancy,ICD9CM,659.23,,C0157178,"Unspecified type maternal pyrexia, antepartum",,,,,659.23
end_of_pregnancy,ICD9CM,659.3,,C0157179,Generalized infection during labor,,,,,659.3
end_of_pregnancy,ICD9CM,659.3,,C0157180,"Generalised infection during labour, unspecified as to episode of care",,,,,659.3
end_of_pregnancy,ICD9CM,659.31,,C0157181,"Generalized infection during labor, delivered, with or without mention of antepartum condition",,,,,659.31
end_of_pregnancy,ICD9CM,659.33,,C0157182,"Generalised infection during labour, antepartum",,,,,659.33
end_of_pregnancy,ICD9CM,659.41,,C0157185,"Grand multiparity, delivered, with or without mention of antepartum condition",,,,,659.41
end_of_pregnancy,ICD9CM,659.43,,C0157186,"Grand multiparity, antepartum condition or complication",,,,,659.43
end_of_pregnancy,ICD9CM,659.51,,C0157189,Elderly primigravida - delivered,,,,,659.51
end_of_pregnancy,ICD9CM,659.8,,C0157191,Other specified indications for care or intervention related to labour and delivery,,,,,659.8
end_of_pregnancy,ICD9CM,659.8,,C0157192,"Other specified indications for care or intervention related to labor and delivery, unspecified as to episode of care or not applicable",,,,,659.8
end_of_pregnancy,ICD9CM,659.81,,C0157193,"Other specified indications for care or intervention related to labor and delivery, delivered, with or without mention of antepartum condition",,,,,659.81
end_of_pregnancy,ICD9CM,659.83,,C0157194,"Other specified indications for care or intervention related to labor and delivery, antepartum condition or complication",,,,,659.83
end_of_pregnancy,ICD9CM,659.9,,C0157195,Unspecified indication for care or intervention related to labour and delivery,,,,,659.9
end_of_pregnancy,ICD9CM,659.9,,C0157196,"Unspecified indication for care or intervention related to labor and delivery, unspecified as to episode of care or not applicable",,,,,659.9
end_of_pregnancy,ICD9CM,659.91,,C0157197,"Unspecified indication for care or intervention related to labor and delivery, delivered, with or without mention of antepartum condition",,,,,659.91
end_of_pregnancy,ICD9CM,659.93,,C0157198,"Unspecified indication for care or intervention related to labor and delivery, antepartum condition or complication",,,,,659.93
end_of_pregnancy,ICD9CM,660,,C0157199,Obstruction caused by malposition of fetus at onset of labor,,,,,660
end_of_pregnancy,ICD9CM,660,,C0157200,"Obstruction caused by malposition of fetus at onset of labor, unspecified as to episode of care or not applicable",,,,,660
end_of_pregnancy,ICD9CM,660.01,,C0157201,"Obstruction caused by malposition of foetus at onset of labour, with delivery",,,,,660.01
end_of_pregnancy,ICD9CM,660.03,,C0157202,"Obstruction caused by malposition of foetus at onset of labour, antepartum",,,,,660.03
end_of_pregnancy,ICD9CM,660.1,,C0157203,Obstruction by bony pelvis during labour,,,,,660.1
end_of_pregnancy,ICD9CM,660.1,,C0157204,"Obstruction by bony pelvis during labour, unspecified as to episode of care",,,,,660.1
end_of_pregnancy,ICD9CM,660.11,,C0157205,"Obstruction by bony pelvis during labour, with delivery",,,,,660.11
end_of_pregnancy,ICD9CM,660.13,,C0157206,"Obstruction by bony pelvis during labour, antepartum",,,,,660.13
end_of_pregnancy,ICD9CM,660.2,,C0157207,Obstruction by abnormal pelvic soft tissues during labour,,,,,660.2
end_of_pregnancy,ICD9CM,660.2,,C0157208,"Obstruction by abnormal pelvic soft tissues during labor, unspecified as to episode of care or not applicable",,,,,660.2
end_of_pregnancy,ICD9CM,660.21,,C0157209,"Obstruction by abnormal pelvic soft tissues during labour, with delivery",,,,,660.21
end_of_pregnancy,ICD9CM,660.23,,C0157210,"Obstruction by abnormal pelvic soft tissues during labour, antepartum",,,,,660.23
end_of_pregnancy,ICD9CM,660.3,,C0157211,Deep transverse arrest and persistent occipitoposterior position during labor and delivery,,,,,660.3
end_of_pregnancy,ICD9CM,660.3,,C0157212,"Deep transverse arrest and persistent occipitoposterior position, unspecified as to episode of care or not applicable",,,,,660.3
end_of_pregnancy,ICD9CM,660.31,,C0157213,"Deep transverse arrest and persistent occipitoposterior position, delivered, with or without mention of antepartum condition",,,,,660.31
end_of_pregnancy,ICD9CM,660.33,,C0157214,"Deep transverse arrest and persistent occipitoposterior position, antepartum condition or complication",,,,,660.33
end_of_pregnancy,ICD9CM,660.4,,C0157216,"Shoulder (girdle) dystocia, unspecified as to episode of care",,,,,660.4
end_of_pregnancy,ICD9CM,660.43,,C0157218,"Shoulder (girdle) dystocia, antepartum",,,,,660.43
end_of_pregnancy,ICD9CM,660.5,,C0157220,"Locked twins, unspecified as to episode of care in pregnancy",,,,,660.5
end_of_pregnancy,ICD9CM,660.51,,C0157221,"Locked twins, with delivery",,,,,660.51
end_of_pregnancy,ICD9CM,660.53,,C0157222,"Locked twins, antepartum",,,,,660.53
end_of_pregnancy,ICD9CM,660.6,,C0157223,Failed trial of labor,,,,,660.6
end_of_pregnancy,ICD9CM,660.6,,C0157224,"Unspecified failed trial of labor, unspecified as to episode of care or not applicable",,,,,660.6
end_of_pregnancy,ICD9CM,660.61,,C0157225,"Unspecified failed trial of labor, delivered, with or without mention of antepartum condition",,,,,660.61
end_of_pregnancy,ICD9CM,660.63,,C0157226,"Unspecified failed trial of labor, antepartum condition or complication",,,,,660.63
end_of_pregnancy,ICD9CM,660.7,,C0157228,"Failed forceps or vacuum extractor, unspecified, unspecified as to episode of care or not applicable",,,,,660.7
end_of_pregnancy,ICD9CM,660.71,,C0157229,"Failed forceps or vacuum extractor, unspecified, delivered, with or without mention of antepartum condition",,,,,660.71
end_of_pregnancy,ICD9CM,660.8,,C0157231,Other causes of obstructed labour,,,,,660.8
end_of_pregnancy,ICD9CM,660.8,,C0157232,"Other causes of obstructed labor, unspecified as to episode of care or not applicable",,,,,660.8
end_of_pregnancy,ICD9CM,660.81,,C0157233,"Other causes of obstructed labor, delivered, with or without mention of antepartum condition",,,,,660.81
end_of_pregnancy,ICD9CM,660.83,,C0157234,"Other causes of obstructed labor, antepartum condition or complication",,,,,660.83
end_of_pregnancy,ICD9CM,660.9,,C0157235,"Unspecified obstructed labour, unspecified as to episode of care",,,,,660.9
end_of_pregnancy,ICD9CM,660.91,,C0157236,"Unspecified obstructed labour, with delivery",,,,,660.91
end_of_pregnancy,ICD9CM,660.93,,C0157237,"Unspecified obstructed labour, antepartum",,,,,660.93
end_of_pregnancy,ICD9CM,661,,C0157239,"Primary uterine inertia, unspecified as to episode of care or not applicable",,,,,661
end_of_pregnancy,ICD9CM,661.01,,C0157240,Primary uterine inertia - delivered,,,,,661.01
end_of_pregnancy,ICD9CM,661.03,,C0157241,"Primary uterine inertia, antepartum",,,,,661.03
end_of_pregnancy,ICD9CM,661.1,,C0157242,"Secondary uterine inertia, unspecified as to episode of care or not applicable",,,,,661.1
end_of_pregnancy,ICD9CM,661.11,,C0157243,"Secondary uterine inertia, with delivery",,,,,661.11
end_of_pregnancy,ICD9CM,661.13,,C0157244,"Secondary uterine inertia, antepartum",,,,,661.13
end_of_pregnancy,ICD9CM,661.21,,C0157246,"Other and unspecified uterine inertia, delivered, with or without mention of antepartum condition",,,,,661.21
end_of_pregnancy,ICD9CM,661.23,,C0157247,"Other and unspecified uterine inertia, antepartum condition or complication",,,,,661.23
end_of_pregnancy,ICD9CM,661.3,,C0157248,"Precipitate labour, unspecified as to episode of care",,,,,661.3
end_of_pregnancy,ICD9CM,661.31,,C0157249,"Precipitate labour, with delivery",,,,,661.31
end_of_pregnancy,ICD9CM,661.33,,C0157250,"Precipitate labour, antepartum",,,,,661.33
